code,name,time,open,close,high,low,pe,turnover_rate,vol,amount,change_rate,pre_close,forward_A,forward_B,backward_A,backward_B
US.AAPL,苹果,20140416,518.05,519.01,521.09,514.135,0.0,1.168,7676142,0.0,0.20271835662984677,517.96,,,,
US.AAPL,苹果,20140417,520.0,524.94,527.76,519.2,0.0,1.546,10158103,0.0,1.1425598736055305,519.01,,,,
US.AAPL,苹果,20140421,525.34,531.17,532.14,523.96,0.0,0.993,6524133,0.0,1.1868023012153588,524.94,,,,
US.AAPL,苹果,20140422,528.31,531.699,531.826,526.501,0.0,1.102,7237779,0.0,0.09959146789163477,531.17,,,,
US.AAPL,苹果,20140423,529.06,524.75,531.13,524.45,0.0,2.146,14105037,0.0,-1.3069424618063896,531.699,,,,
US.AAPL,苹果,20140424,568.21,567.77,570.0,560.73,0.0,4.1290000000000004,27139726,0.0,8.19818961410195,524.75,,,,
US.AAPL,苹果,20140425,564.53,571.94,571.99,563.96,0.0,2.121,13938402,0.0,0.7344523310495575,567.77,,,,
US.AAPL,苹果,20140428,572.8,594.09,595.75,572.55,0.0,3.6380000000000003,23910240,0.0,3.872783858446686,571.94,,,,
US.AAPL,苹果,20140429,593.74,592.33,595.98,589.51,0.0,1.8339999999999999,12049239,0.0,-0.2962514097190646,594.09,,,,
US.AAPL,苹果,20140430,592.64,590.09,599.43,589.8,0.0,2.483,16317269,0.0,-0.378167575506898,592.33,,,,
US.AAPL,苹果,20140501,592.0,591.48,594.8,586.36,0.0,1.327,8721774,0.0,0.23555728787133934,590.09,,,,
US.AAPL,苹果,20140502,592.34,592.58,594.2,589.71,0.0,1.0410000000000001,6839796,0.0,0.1859741664976031,591.48,,,,
US.AAPL,苹果,20140505,590.14,600.96,601.0,590.0,0.0,1.5599999999999998,10252394,0.0,1.4141550507948286,592.58,,,,
US.AAPL,苹果,20140506,601.8,594.41,604.41,594.41,0.0,2.036,13377339,0.0,-1.0899227902023543,600.96,,,,
US.AAPL,苹果,20140507,595.25,592.33,597.29,587.73,0.0,1.537,10102284,0.0,-0.349926818189453,594.41,,,,
US.AAPL,苹果,20140508,588.25,587.99,594.41,586.4,0.0,1.252,8224909,0.0,-0.7326996775446173,592.33,0.99444,0.0,1.0,3.29
US.AAPL,苹果,20140509,584.54,585.542,586.25,580.33,0.0,1.585,10414214,0.0,-0.4163336111158317,587.99,,,,
US.AAPL,苹果,20140512,587.49,592.83,593.66,587.4,0.0,1.159,7617811,0.0,1.2446587947576793,585.542,,,,
US.AAPL,苹果,20140513,592.0,593.76,594.54,590.7,0.0,0.868,5704942,0.0,0.15687465209249699,592.83,,,,
US.AAPL,苹果,20140514,592.43,593.87,597.4,591.74,0.0,0.905,5942978,0.0,0.01852600377257034,593.76,,,,
US.AAPL,苹果,20140515,594.7,588.82,596.6,588.04,0.0,1.2550000000000001,8244533,0.0,-0.8503544546786257,593.87,,,,
US.AAPL,苹果,20140516,588.63,597.51,597.53,585.4,0.0,1.502,9870262,0.0,1.4758330219761455,588.82,,,,
US.AAPL,苹果,20140519,597.85,604.59,607.33,597.33,0.0,1.727,11348432,0.0,1.184917407240053,597.51,,,,
US.AAPL,苹果,20140520,604.51,604.71,606.4,600.73,0.0,1.276,8386998,0.0,0.01984816156403588,604.59,,,,
US.AAPL,苹果,20140521,603.83,606.31,606.7,602.06,0.0,1.0710000000000002,7035702,0.0,0.26458963800828644,604.71,,,,
US.AAPL,苹果,20140522,606.6,607.27,609.85,604.1,0.0,1.0919999999999999,7174135,0.0,0.1583348452112016,606.31,,,,
US.AAPL,苹果,20140523,607.25,614.13,614.729,606.47,0.0,1.262,8293213,0.0,1.1296457918224205,607.27,,,,
US.AAPL,苹果,20140527,615.88,625.63,625.86,615.63,0.0,1.8960000000000001,12459515,0.0,1.8725676973930598,614.13,,,,
US.AAPL,苹果,20140528,626.02,624.01,629.83,623.78,0.0,1.7160000000000002,11274555,0.0,-0.2589389894985862,625.63,,,,
US.AAPL,苹果,20140529,627.85,635.38,636.87,627.77,0.0,2.046,13445519,0.0,1.8220861845162746,624.01,,,,
US.AAPL,苹果,20140530,637.98,633.0,644.17,628.9,0.0,3.065,20143591,0.0,-0.3745789920992155,635.38,,,,
US.AAPL,苹果,20140602,633.96,628.65,634.83,622.5,0.0,2.007,13191129,0.0,-0.687203791469198,633.0,,,,
US.AAPL,苹果,20140603,628.46,637.54,638.74,628.25,0.0,1.592,10461660,0.0,1.414141414141412,628.65,,,,
US.AAPL,苹果,20140604,637.44,644.82,647.89,636.11,0.0,1.823,11981503,0.0,1.1418891363679278,637.54,,,,
US.AAPL,苹果,20140605,646.2,647.35,649.37,642.61,0.0,1.651,10850163,0.0,0.39235755714772685,644.82,,,,
US.AAPL,苹果,20140606,649.9,645.57,651.26,644.47,0.0,1.905,12517273,0.0,-0.27496717386266667,647.35,,,,
US.AAPL,苹果,20140609,92.7,93.7,93.88,91.75,0.0,1.6400000000000001,75414804,0.0,-85.48569481233638,645.57,0.14285,0.0,7.0,0.0
US.AAPL,苹果,20140610,94.73,94.25,95.05,93.57,0.0,1.365,62777042,0.0,0.5869797225186736,93.7,,,,
US.AAPL,苹果,20140611,94.13,93.86,94.76,93.47,0.0,0.993,45681114,0.0,-0.41379310344827647,94.25,,,,
US.AAPL,苹果,20140612,94.04,92.29,94.12,91.9,0.0,1.1900000000000002,54748791,0.0,-1.672704027274657,93.86,,,,
US.AAPL,苹果,20140613,92.2,91.28,92.44,90.88,0.0,1.1860000000000002,54525280,0.0,-1.0943764221475838,92.29,,,,
US.AAPL,苹果,20140616,91.51,92.2,92.75,91.45,0.0,0.773,35561270,0.0,1.0078878177037704,91.28,,,,
US.AAPL,苹果,20140617,92.31,92.08,92.7,91.8,0.0,0.647,29726347,0.0,-0.13015184381779235,92.2,,,,
US.AAPL,苹果,20140618,92.27,92.18,92.29,91.35,0.0,0.729,33514108,0.0,0.1086012163336322,92.08,,,,
US.AAPL,苹果,20140619,92.29,91.86,92.3,91.3389,0.0,0.773,35527686,0.0,-0.34714688652636944,92.18,,,,
US.AAPL,苹果,20140620,91.85,90.91,92.55,90.9,0.0,2.193,100898066,0.0,-1.0341824515567197,91.86,,,,
US.AAPL,苹果,20140623,91.32,90.83,91.62,90.6,0.0,0.95,43694391,0.0,-0.08799912000879803,90.91,,,,
US.AAPL,苹果,20140624,90.75,90.28,91.74,90.19,0.0,0.849,39036087,0.0,-0.6055268083232381,90.83,,,,
US.AAPL,苹果,20140625,90.21,90.36,90.7,89.65,0.0,0.8019999999999999,36868541,0.0,0.08861320336729984,90.28,,,,
US.AAPL,苹果,20140626,90.37,90.9,91.05,89.8,0.0,0.7100000000000001,32629359,0.0,0.597609561752995,90.36,,,,
US.AAPL,苹果,20140627,90.82,91.98,92.0,90.77,0.0,1.392,64028803,0.0,1.1881188118811863,90.9,,,,
US.AAPL,苹果,20140630,92.1,92.93,93.725,92.09,0.0,1.078,49589028,0.0,1.0328332246140497,91.98,,,,
US.AAPL,苹果,20140701,93.52,93.52,94.07,93.13,0.0,0.831,38223477,0.0,0.6348864736898625,92.93,,,,
US.AAPL,苹果,20140702,93.865,93.48,94.06,93.09,0.0,0.619,28465073,0.0,-0.042771599657818696,93.52,,,,
US.AAPL,苹果,20140703,93.67,94.03,94.1,93.2,0.0,0.498,22891753,0.0,0.5883611467693594,93.48,,,,
US.AAPL,苹果,20140707,94.14,95.968,95.99,94.1,0.0,1.228,56467939,0.0,2.0610443475486573,94.03,,,,
US.AAPL,苹果,20140708,96.27,95.35,96.8,93.92,0.0,1.418,65221678,0.0,-0.6439646548849712,95.968,,,,
US.AAPL,苹果,20140709,95.44,95.39,95.95,94.76,0.0,0.792,36436440,0.0,0.04195070791820268,95.35,,,,
US.AAPL,苹果,20140710,93.76,95.035,95.55,93.52,0.0,0.8630000000000001,39685552,0.0,-0.3721564105252165,95.39,,,,
US.AAPL,苹果,20140711,95.36,95.22,95.89,94.8625,0.0,0.74,34018228,0.0,0.19466512337560088,95.035,,,,
US.AAPL,苹果,20140714,95.86,96.45,96.89,95.65,0.0,0.931,42810155,0.0,1.2917454316320143,95.22,,,,
US.AAPL,苹果,20140715,96.8,95.32,96.85,95.03,0.0,0.9939999999999999,45696176,0.0,-1.1715914981855984,96.45,,,,
US.AAPL,苹果,20140716,96.97,94.78,97.1,94.74,0.0,1.163,53502415,0.0,-0.5665127989928578,95.32,,,,
US.AAPL,苹果,20140717,95.03,93.0899,95.279,92.57,0.0,1.246,57298243,0.0,-1.7831821059295219,94.78,,,,
US.AAPL,苹果,20140718,93.62,94.43,94.74,93.02,0.0,1.087,49987593,0.0,1.4395761516555574,93.0899,,,,
US.AAPL,苹果,20140721,94.99,93.939,95.0,93.72,0.0,0.8500000000000001,39079002,0.0,-0.5199618765223063,94.43,,,,
US.AAPL,苹果,20140722,94.68,94.72,94.89,94.12,0.0,1.2,55196597,0.0,0.8313905832508394,93.939,,,,
US.AAPL,苹果,20140723,95.42,97.19,97.88,95.17,0.0,2.02,92917719,0.0,2.6076858108108096,94.72,,,,
US.AAPL,苹果,20140724,97.035,97.03,97.32,96.42,0.0,0.9939999999999999,45728843,0.0,-0.16462599032821956,97.19,,,,
US.AAPL,苹果,20140725,96.85,97.671,97.84,96.64,0.0,0.9450000000000001,43469117,0.0,0.6606204266721687,97.03,,,,
US.AAPL,苹果,20140728,97.82,99.02,99.24,97.55,0.0,1.203,55317689,0.0,1.3811673884776337,97.671,,,,
US.AAPL,苹果,20140729,99.33,98.38,99.44,98.25,0.0,0.938,43143095,0.0,-0.6463340739244603,99.02,,,,
US.AAPL,苹果,20140730,98.44,98.15,98.7,97.67,0.0,0.718,33010001,0.0,-0.2337873551534761,98.38,,,,
US.AAPL,苹果,20140731,97.16,95.6,97.45,95.33,0.0,1.236,56842647,0.0,-2.5980641874681725,98.15,,,,
US.AAPL,苹果,20140801,94.9,96.13,96.62,94.81,0.0,1.055,48511286,0.0,0.5543933054393319,95.6,,,,
US.AAPL,苹果,20140804,96.37,95.59,96.58,95.17,0.0,0.869,39958144,0.0,-0.5617393113492064,96.13,,,,
US.AAPL,苹果,20140805,95.36,95.12,95.68,94.36,0.0,1.216,55932663,0.0,-0.4916832304634364,95.59,,,,
US.AAPL,苹果,20140806,94.75,94.96,95.48,94.71,0.0,0.839,38558342,0.0,-0.16820857863752187,95.12,,,,
US.AAPL,苹果,20140807,94.93,94.48,95.95,94.1,0.0,1.016,46711179,0.0,-0.5054759898904695,94.96,0.99505,0.0,1.0,0.47
US.AAPL,苹果,20140808,94.26,94.74,94.82,93.28,0.0,0.91,41865193,0.0,0.27519051651142135,94.48,,,,
US.AAPL,苹果,20140811,95.27,95.99,96.08,94.8355,0.0,0.796,36584844,0.0,1.3194004644289636,94.74,,,,
US.AAPL,苹果,20140812,96.04,95.97,96.88,95.61,0.0,0.735,33795352,0.0,-0.02083550369829776,95.99,,,,
US.AAPL,苹果,20140813,96.15,97.24,97.24,96.04,0.0,0.694,31916439,0.0,1.3233302073564615,95.97,,,,
US.AAPL,苹果,20140814,97.33,97.5,97.57,96.8,0.0,0.612,28115566,0.0,0.2673796791443903,97.24,,,,
US.AAPL,苹果,20140815,97.9,97.98,98.19,96.86,0.0,1.064,48951331,0.0,0.4923076923076964,97.5,,,,
US.AAPL,苹果,20140818,98.49,99.16,99.37,97.98,0.0,1.034,47572413,0.0,1.2043274137579023,97.98,,,,
US.AAPL,苹果,20140819,99.41,100.53,100.68,99.32,0.0,1.509,69399270,0.0,1.3816054860831026,99.16,,,,
US.AAPL,苹果,20140820,100.44,100.57,101.09,99.95,0.0,1.146,52699192,0.0,0.03978911767630761,100.53,,,,
US.AAPL,苹果,20140821,100.57,100.58,100.94,100.11,0.0,0.728,33478198,0.0,0.00994332305857126,100.57,,,,
US.AAPL,苹果,20140822,100.29,101.32,101.47,100.19,0.0,0.9610000000000001,44183834,0.0,0.7357327500497066,100.58,,,,
US.AAPL,苹果,20140825,101.79,101.54,102.17,101.28,0.0,0.876,40270173,0.0,0.21713383339914438,101.32,,,,
US.AAPL,苹果,20140826,101.42,100.889,101.5,100.86,0.0,0.721,33151984,0.0,-0.6411266495962284,101.54,,,,
US.AAPL,苹果,20140827,101.02,102.13,102.57,100.7,0.0,1.139,52369011,0.0,1.2300647245983205,100.889,,,,
US.AAPL,苹果,20140828,101.59,102.25,102.78,101.56,0.0,1.488,68459801,0.0,0.1174973073533776,102.13,,,,
US.AAPL,苹果,20140829,102.86,102.5,102.9,102.2,0.0,0.97,44595247,0.0,0.24449877750611246,102.25,,,,
US.AAPL,苹果,20140902,103.06,103.3,103.74,102.72,0.0,1.165,53564262,0.0,0.780487804878046,102.5,,,,
US.AAPL,苹果,20140903,103.1,98.94,103.2,98.58,0.0,2.726,125420521,0.0,-4.220716360116166,103.3,,,,
US.AAPL,苹果,20140904,98.85,98.12,100.09,97.79,0.0,1.864,85718221,0.0,-0.8287851222963343,98.94,,,,
US.AAPL,苹果,20140905,98.8,98.97,99.39,98.31,0.0,1.2710000000000001,58457035,0.0,0.8662861801875197,98.12,,,,
US.AAPL,苹果,20140908,99.3,98.36,99.31,98.05,0.0,1.008,46356742,0.0,-0.6163483884005249,98.97,,,,
US.AAPL,苹果,20140909,99.08,97.99,103.08,96.14,0.0,4.127,189846255,0.0,-0.3761691744611677,98.36,,,,
US.AAPL,苹果,20140910,98.01,101.0,101.11,97.76,0.0,2.193,100869587,0.0,3.0717420144912797,97.99,,,,
US.AAPL,苹果,20140911,100.41,101.43,101.44,99.62,0.0,1.357,62399743,0.0,0.42574257425743256,101.0,,,,
US.AAPL,苹果,20140912,101.21,101.66,102.19,101.08,0.0,1.399,64356369,0.0,0.22675736961450238,101.43,,,,
US.AAPL,苹果,20140915,102.81,101.63,103.05,101.44,0.0,1.333,61316516,0.0,-0.02951013181192321,101.66,,,,
US.AAPL,苹果,20140916,99.8,100.86,101.26,98.89,0.0,1.455,66908133,0.0,-0.7576503001082319,101.63,,,,
US.AAPL,苹果,20140917,101.27,101.58,101.8,100.5922,0.0,1.325,60926498,0.0,0.7138607971445556,100.86,,,,
US.AAPL,苹果,20140918,101.93,101.79,102.35,101.56,0.0,0.8109999999999999,37299435,0.0,0.20673360897815315,101.58,,,,
US.AAPL,苹果,20140919,102.29,100.96,102.35,100.88,0.0,1.541,70902406,0.0,-0.815404263680138,101.79,,,,
US.AAPL,苹果,20140922,101.8,101.06,102.14,100.58,0.0,1.1480000000000001,52788426,0.0,0.09904912836767882,100.96,,,,
US.AAPL,苹果,20140923,100.6,102.64,102.94,100.54,0.0,1.3780000000000001,63402196,0.0,1.5634276667326326,101.06,,,,
US.AAPL,苹果,20140924,102.16,101.75,102.85,101.2,0.0,1.308,60171828,0.0,-0.8671083398285274,102.64,,,,
US.AAPL,苹果,20140925,100.51,97.87,100.71,97.72,0.0,2.176,100091990,0.0,-3.813267813267809,101.75,,,,
US.AAPL,苹果,20140926,98.53,100.75,100.75,98.4,0.0,1.3559999999999999,62370501,0.0,2.9426790640645706,97.87,,,,
US.AAPL,苹果,20140929,98.65,100.11,100.435,98.63,0.0,1.082,49766312,0.0,-0.6352357320099261,100.75,,,,
US.AAPL,苹果,20140930,100.81,100.75,101.54,100.53,0.0,1.202,55264139,0.0,0.6392967735490965,100.11,,,,
US.AAPL,苹果,20141001,100.59,99.18,100.69,98.7,0.0,1.1199999999999999,51491286,0.0,-1.5583126550868418,100.75,,,,
US.AAPL,苹果,20141002,99.27,99.9,100.22,98.04,0.0,1.038,47757828,0.0,0.7259528130671494,99.18,,,,
US.AAPL,苹果,20141003,99.44,99.62,100.21,99.04,0.0,0.9450000000000001,43469585,0.0,-0.2802802802802814,99.9,,,,
US.AAPL,苹果,20141006,99.95,99.62,100.65,99.42,0.0,0.8059999999999999,37051182,0.0,0.0,99.62,,,,
US.AAPL,苹果,20141007,99.43,98.75,100.12,98.73,0.0,0.915,42094183,0.0,-0.8733186107207432,99.62,,,,
US.AAPL,苹果,20141008,98.76,100.8,101.11,98.31,0.0,1.248,57404674,0.0,2.075949367088605,98.75,,,,
US.AAPL,苹果,20141009,101.54,101.02,102.38,100.61,0.0,1.6820000000000002,77376525,0.0,0.21825396825396715,100.8,,,,
US.AAPL,苹果,20141010,100.69,100.73,102.03,100.3,0.0,1.442,66331592,0.0,-0.28707186695703035,101.02,,,,
US.AAPL,苹果,20141013,101.33,99.81,101.78,99.81,0.0,1.165,53583368,0.0,-0.9133326714980659,100.73,,,,
US.AAPL,苹果,20141014,100.39,98.75,100.52,98.57,0.0,1.385,63688562,0.0,-1.0620178338843826,99.81,,,,
US.AAPL,苹果,20141015,97.97,97.54,99.15,95.18,0.0,2.194,100933000,0.0,-1.2253164556961962,98.75,,,,
US.AAPL,苹果,20141016,95.55,96.26,97.72,95.41,0.0,1.569,72154523,0.0,-1.312282140660243,97.54,,,,
US.AAPL,苹果,20141017,97.5,97.67,99.0,96.81,0.0,1.482,68179688,0.0,1.4647828797008067,96.26,,,,
US.AAPL,苹果,20141020,98.315,99.76,99.96,98.22,0.0,1.685,77517279,0.0,2.139858707893932,97.67,,,,
US.AAPL,苹果,20141021,103.02,102.47,103.02,101.27,0.0,2.057,94623904,0.0,2.716519647153161,99.76,,,,
US.AAPL,苹果,20141022,102.84,102.99,104.11,102.6,0.0,1.484,68263146,0.0,0.5074655996877095,102.47,,,,
US.AAPL,苹果,20141023,104.08,104.83,105.051,103.63,0.0,1.545,71074674,0.0,1.786581221477817,102.99,,,,
US.AAPL,苹果,20141024,105.18,105.22,105.49,104.53,0.0,1.023,47053916,0.0,0.3720309071830588,104.83,,,,
US.AAPL,苹果,20141027,104.85,105.11,105.48,104.7,0.0,0.744,34187701,0.0,-0.10454286257365465,105.22,,,,
US.AAPL,苹果,20141028,105.4,106.74,106.74,105.35,0.0,1.045,48060949,0.0,1.5507563504899586,105.11,,,,
US.AAPL,苹果,20141029,106.65,107.34,107.37,106.36,0.0,1.146,52687879,0.0,0.5621135469364892,106.74,,,,
US.AAPL,苹果,20141030,106.959,106.98,107.35,105.9,0.0,0.8840000000000001,40654793,0.0,-0.33538289547233036,107.34,,,,
US.AAPL,苹果,20141031,108.01,108.0,108.04,107.21,0.0,0.971,44639285,0.0,0.9534492428491269,106.98,,,,
US.AAPL,苹果,20141103,108.22,109.4,110.3,108.01,0.0,1.137,52282550,0.0,1.2962962962963016,108.0,,,,
US.AAPL,苹果,20141104,109.36,108.6,109.49,107.72,0.0,0.9039999999999999,41574365,0.0,-0.7312614259597909,109.4,,,,
US.AAPL,苹果,20141105,109.1,108.86,109.3,108.125,0.0,0.814,37435905,0.0,0.2394106813996364,108.6,,,,
US.AAPL,苹果,20141106,108.6,108.7,108.79,107.8,0.0,0.761,34968457,0.0,-0.146977769612343,108.86,0.99568,0.0,1.0,0.47
US.AAPL,苹果,20141107,108.75,109.01,109.32,108.55,0.0,0.733,33691535,0.0,0.28518859245630385,108.7,,,,
US.AAPL,苹果,20141110,109.02,108.83,109.33,108.67,0.0,0.592,27195547,0.0,-0.1651224658288293,109.01,,,,
US.AAPL,苹果,20141111,108.7,109.7,109.75,108.4,0.0,0.597,27442252,0.0,0.7994119268584072,108.83,,,,
US.AAPL,苹果,20141112,109.38,111.25,111.43,109.37,0.0,1.0210000000000001,46942431,0.0,1.4129443938012736,109.7,,,,
US.AAPL,苹果,20141113,111.8,112.82,113.45,111.6,0.0,1.294,59522855,0.0,1.4112359550561737,111.25,,,,
US.AAPL,苹果,20141114,113.15,114.18,114.19,113.05,0.0,0.958,44063595,0.0,1.2054600248183067,112.82,,,,
US.AAPL,苹果,20141117,114.27,113.99,117.28,113.3,0.0,1.016,46746712,0.0,-0.1664039236293676,114.18,,,,
US.AAPL,苹果,20141118,113.94,115.47,115.69,113.89,0.0,0.962,44223978,0.0,1.2983595052197598,113.99,,,,
US.AAPL,苹果,20141119,115.44,114.67,115.74,113.8,0.0,0.91,41869160,0.0,-0.69282064605525,115.47,,,,
US.AAPL,苹果,20141120,114.91,116.31,116.86,114.85,0.0,0.9440000000000001,43395537,0.0,1.4301909828202672,114.67,,,,
US.AAPL,苹果,20141121,117.51,116.47,117.57,116.03,0.0,1.243,57179298,0.0,0.13756340813343357,116.31,,,,
US.AAPL,苹果,20141124,116.85,118.625,118.77,116.62,0.0,1.032,47450824,0.0,1.8502618700094458,116.47,,,,
US.AAPL,苹果,20141125,119.07,117.6,119.75,117.45,0.0,1.497,68840440,0.0,-0.8640674394099099,118.625,,,,
US.AAPL,苹果,20141126,117.94,119.0,119.1,117.83,0.0,0.8880000000000001,40831886,0.0,1.1904761904761954,117.6,,,,
US.AAPL,苹果,20141128,119.27,118.93,119.4,118.05,0.0,0.54,24814402,0.0,-0.058823529411758974,119.0,,,,
US.AAPL,苹果,20141201,118.81,115.07,119.25,111.27,0.0,1.822,83814037,0.0,-3.245606659379478,118.93,,,,
US.AAPL,苹果,20141202,113.5,114.63,115.75,112.75,0.0,1.29,59348940,0.0,-0.38237594507690775,115.07,,,,
US.AAPL,苹果,20141203,115.75,115.93,116.35,115.11,0.0,0.936,43063440,0.0,1.1340835732356376,114.63,,,,
US.AAPL,苹果,20141204,115.77,115.49,117.2,115.29,0.0,0.9169999999999999,42155776,0.0,-0.3795393772103959,115.93,,,,
US.AAPL,苹果,20141205,115.99,115.0,116.08,114.64,0.0,0.8330000000000001,38318895,0.0,-0.4242791583686855,115.49,,,,
US.AAPL,苹果,20141208,114.1,112.4,114.648,111.62,0.0,1.254,57664850,0.0,-2.2608695652173867,115.0,,,,
US.AAPL,苹果,20141209,110.19,114.12,114.3,109.35,0.0,1.309,60208036,0.0,1.5302491103202835,112.4,,,,
US.AAPL,苹果,20141210,114.41,111.95,114.85,111.54,0.0,0.9690000000000001,44565318,0.0,-1.9015071854188585,114.12,,,,
US.AAPL,苹果,20141211,112.26,111.62,113.8,111.34,0.0,0.902,41471578,0.0,-0.2947744528807488,111.95,,,,
US.AAPL,苹果,20141212,110.46,109.73,111.87,109.58,0.0,1.218,56028138,0.0,-1.6932449381831218,111.62,,,,
US.AAPL,苹果,20141215,110.7,108.225,111.6,106.35,0.0,1.461,67218082,0.0,-1.3715483459400433,109.73,,,,
US.AAPL,苹果,20141216,106.37,106.745,110.16,106.26,0.0,1.322,60790733,0.0,-1.3675213675213582,108.225,,,,
US.AAPL,苹果,20141217,107.12,109.41,109.84,106.82,0.0,1.161,53411773,0.0,2.4966040563960767,106.745,,,,
US.AAPL,苹果,20141218,111.87,112.65,112.65,110.66,0.0,1.283,59006218,0.0,2.9613380860981713,109.41,,,,
US.AAPL,苹果,20141219,112.26,111.78,113.24,111.66,0.0,1.9220000000000002,88429770,0.0,-0.7723035952063955,112.65,,,,
US.AAPL,苹果,20141222,112.16,112.94,113.49,111.97,0.0,0.9820000000000001,45167549,0.0,1.0377527285739814,111.78,,,,
US.AAPL,苹果,20141223,113.23,112.54,113.33,112.46,0.0,0.5660000000000001,26028419,0.0,-0.35417035594120017,112.94,,,,
US.AAPL,苹果,20141224,112.58,112.01,112.71,112.01,0.0,0.315,14479611,0.0,-0.47094366447485436,112.54,,,,
US.AAPL,苹果,20141226,112.1,113.99,114.52,112.01,0.0,0.733,33720951,0.0,1.7676993125613691,112.01,,,,
US.AAPL,苹果,20141229,113.79,113.91,114.77,113.7,0.0,0.6,27598920,0.0,-0.07018159487674208,113.99,,,,
US.AAPL,苹果,20141230,113.64,112.52,113.92,112.11,0.0,0.65,29881477,0.0,-1.2202616100430168,113.91,,,,
US.AAPL,苹果,20141231,112.82,110.38,113.13,110.21,0.0,0.8999999999999999,41403351,0.0,-1.9018841094916465,112.52,,,,
US.AAPL,苹果,20150102,111.39,109.33,111.44,107.35,0.0,1.157,53204626,0.0,-0.9512592861025522,110.38,,,,
US.AAPL,苹果,20150105,108.29,106.25,108.65,105.41,0.0,1.398,64285491,0.0,-2.8171590597274294,109.33,,,,
US.AAPL,苹果,20150106,106.54,106.26,107.43,104.63,0.0,1.431,65797116,0.0,0.009411764705887168,106.25,,,,
US.AAPL,苹果,20150107,107.2,107.75,108.2,106.695,0.0,0.872,40105934,0.0,1.402220967438354,106.26,,,,
US.AAPL,苹果,20150108,109.23,111.89,112.15,108.7,0.0,1.291,59364547,0.0,3.842227378190256,107.75,,,,
US.AAPL,苹果,20150109,112.67,112.01,113.25,110.21,0.0,1.168,53699527,0.0,0.10724819018679466,111.89,,,,
US.AAPL,苹果,20150112,112.6,109.25,112.63,108.8,0.0,1.08,49650790,0.0,-2.4640657084188957,112.01,,,,
US.AAPL,苹果,20150113,111.43,110.22,112.8,108.91,0.0,1.459,67091928,0.0,0.8878718535469097,109.25,,,,
US.AAPL,苹果,20150114,109.04,109.8,110.49,108.5,0.0,1.065,48956588,0.0,-0.3810560696788257,110.22,,,,
US.AAPL,苹果,20150115,110.0,106.82,110.06,106.66,0.0,1.3050000000000002,60013996,0.0,-2.7140255009107506,109.8,,,,
